id,num_orders
1177098,1036.5089651579935
1486011,1029.6044608015995
1301735,889.3356029565937
1273097,940.7760562234386
1450902,924.3738043478827
1158165,905.0314916240187
1077876,948.9304123280701
1479002,1129.4504142950152
1281555,1208.2695119740467
1220629,1156.191887388392
1287288,1391.5038665557893
1149272,1312.045221975973
1430093,1347.888288858505
1157251,1347.4989523604063
1364131,4350.550254946412
1227970,3637.3791636881356
1411427,1382.6726162211796
1033512,1387.8948349563782
1249878,1446.1361786704945
1449349,1342.5963431663401
1386036,440.3747697030247
1177651,431.46863568906474
1261268,397.8145893489808
1316488,379.45441929069716
1297387,419.90903563950604
1240915,398.920138694334
1140431,462.92104182292366
1013079,348.43515104271927
1361178,367.6176067323118
1097810,453.4206146918333
1391435,164.80676936519274
1099528,160.7192552310323
1117969,134.99984889688037
1054117,134.8502504262762
1103779,122.61904551244835
1285350,136.2028711181064
1367217,132.30633226486034
1416683,129.47199444490917
1118412,125.02555613276941
1293675,129.05462431880133
1330467,144.99339723173537
1189762,140.26522185371704
1408479,127.37463137659321
1375495,128.53889483479898
1361615,373.00709324320565
1498846,194.7742624433286
1145843,125.54600892032137
1310857,135.81424436537083
1315483,138.33784987141624
1074295,144.63207419217872
1279057,93.07146388900945
1092985,91.34432515434116
1259030,104.9089885635909
1326687,91.59930429449079
1373522,91.83785138779535
1157350,91.8591721404669
1250173,75.75911170759679
1152295,79.1149289240705
1348202,81.7861785615673
1284570,80.85845818547482
1158868,29.714168449801875
1047566,28.817772870042493
1209129,29.11146275161155
1004886,30.83411196829649
1195396,31.261367076406792
1271245,31.303482520948116
1093884,30.50626291378721
1259014,30.309976538029005
1399101,156.63425518128886
1437934,279.04068229871086
1416330,282.06714498588497
1302476,285.29504000707925
1146657,315.9846723558521
1057285,311.963047317729
1349227,350.5898438793071
1368165,161.37918023307233
1422379,169.26143925385915
1086047,175.4803563362114
1002589,643.4684677941921
1017711,677.5575127503305
1211204,597.148696560699
1345688,565.0501831086885
1210501,620.9388318224132
1084025,554.6483592061124
1239272,558.3117374704087
1022695,573.800336686417
1011110,582.1167768589895
1005560,617.078946452851
1225988,87.92068337982332
1366211,90.42256921221583
1324708,98.31118699133428
1184103,98.36571392856224
1310794,102.05351536894779
1388767,102.61636774357052
1272864,98.97233919106559
1133154,112.05152356147646
1344662,90.97461664103821
1038802,93.73653503109026
1467437,59.9189612199514
1329046,63.70660656634867
1057669,400.6391280078309
1331479,324.9144646847324
1232705,52.96362316744995
1401490,52.447996249796695
1196960,49.5433709211269
1119175,57.84749763258941
1149199,56.1114806469511
1297151,66.27412287975366
1408811,402.26388798822296
1237636,424.05483985692337
1008635,393.0630635501063
1481250,385.69634528334944
1481724,866.0301731721644
1458403,894.2175939146914
1438049,646.6053084586812
1197105,393.2884272791624
1181471,396.67405992633206
1352308,370.0714854374284
1399262,186.60055709185548
1398440,305.51586989068966
1472243,382.06150775803064
1342553,488.54513456603513
1303872,305.43945416915517
1374742,193.87172852582913
1160087,221.40641568705863
1449481,228.331632351002
1409784,241.4219786881027
1181977,229.03546039832617
1236099,153.8986648237038
1088551,174.63582208215604
1438339,161.1817801391217
1374498,148.82723793239694
